Parcel_ID,State,Land_Use_Type,Area_Hectares,Carbon_Tons_per_Ha,Carbon_Value_INR,Flood_Mitigation_Value_INR,Water_Filtration_Value_INR,Pollination_Value_INR,Biodiversity_Index,Biodiversity_Value_INR,Total_Ecosystem_Value_INR,Development_Profit_INR,Discount_Rate,Time_Horizon_Years,NPV_Environment_INR,NPV_Development_INR,Environmental_ROI,Financial_ROI
665,Tamil Nadu,Barren Land,463.82,240.89,446918399.2,8220734.55,3658019.62,1627195.98,0.92,8534288.0,468958637.35,39751032.68,0.082,20,400571473.17,33954230.61,9.077,-0.9276
666,Maharashtra,Solar Farm,144.86,76.96,44593702.4,2190893.74,2170626.88,216521.77,0.63,1825236.0,50996980.79,10233350.7,0.044,50,41118945.79,8251166.76,3.0181,-0.8382
667,Tamil Nadu,Forest,222.58,132.51,117976303.2,2552950.36,1360841.37,396794.07,0.43,1914188.0,124201077.0,64913144.36,0.115,30,89598504.25,46828262.54,0.3803,-0.623
668,Assam,Urban,170.76,147.0,100406880.0,4736862.72,355247.34,1416650.94,0.91,3107832.0,110023473.0,12436695.6,0.045,30,96413195.76,10898234.12,6.7523,-0.9009
669,Odisha,Grassland,480.57,139.01,267216142.8,2573411.92,2570672.73,2426634.88,0.72,6920208.0,281707070.33,112112220.73,0.12,50,159848157.15,63615484.9,0.4258,-0.7742
670,Maharashtra,Grassland,147.32,139.17,82010097.6,2700830.63,1071515.58,371608.37,0.93,2740152.0,88894204.18,38793671.98,0.075,20,76923053.91,33569429.51,0.9829,-0.6224
671,Tamil Nadu,Forest,303.61,64.54,78379957.6,5645529.81,3350218.47,1711298.75,0.94,5707868.0,94794872.63,61582860.06,0.063,20,83891569.26,54499601.37,0.3623,-0.4251
672,Odisha,Industrial,387.22,50.91,78853480.8,5658405.33,2520982.78,1892059.09,0.79,6118076.0,95043004.0,66231370.38,0.101,20,78405317.27,54637284.06,0.1838,-0.4251
673,West Bengal,Agriculture,290.36,92.1,106968624.0,7331435.7,1480187.25,876726.58,0.58,3368176.0,120025149.53,33453046.76,0.031,50,103033613.03,28717217.08,2.0799,-0.7607
674,Karnataka,Forest,325.91,132.66,172940882.4,5259517.77,4748701.21,2001345.73,0.85,5540470.0,190490917.11,27657556.62,0.081,30,150798558.76,21894585.53,4.4523,-0.8851
675,Maharashtra,Forest,434.65,149.95,260703070.0,9975371.56,2971513.58,796298.64,0.54,4694220.0,279140473.78,64597616.81,0.108,30,205212367.18,47489458.19,2.1768,-0.8299
676,Tamil Nadu,Solar Farm,125.78,242.02,121765102.4,3641765.32,656472.4,519781.77,0.87,2188572.0,128771693.89,36684435.74,0.07,50,91812438.05,26155495.68,1.5028,-0.7969
677,Karnataka,Solar Farm,163.89,136.26,89326605.6,3637412.38,910436.6,1250195.3,0.24,786672.0,95911321.88,10214218.6,0.065,50,70003835.85,7455162.42,5.8536,-0.9223
678,Gujarat,Industrial,179.97,85.75,61729710.0,3109070.67,1110331.5,491375.92,0.43,1547742.0,67988230.09,52861880.49,0.067,20,59717950.8,46431612.86,0.1297,-0.3171
679,Uttar Pradesh,Urban,225.13,148.37,133610152.4,6660137.68,1157352.04,1605523.37,0.74,3331924.0,146365089.49,45438236.49,0.038,40,126080548.23,39141012.29,1.7748,-0.7326
680,Uttar Pradesh,Solar Farm,340.05,25.38,34521876.0,6768207.7,3949529.53,985712.8,0.83,5644830.0,51870156.03,19582952.89,0.106,10,46898875.25,17706105.69,1.3949,-0.6586
681,West Bengal,Agriculture,232.86,62.22,57954196.8,1943089.47,3351552.39,385148.18,0.35,1630020.0,65264006.84,31891477.96,0.086,30,50954701.03,24899187.22,0.5978,-0.6185
682,West Bengal,Forest,274.68,40.15,44113608.0,3362962.06,1401904.37,802583.56,0.51,2801736.0,52482793.99,62079839.85,0.05,10,49983613.32,59123657.0,-0.1948,0.1265
683,Karnataka,Forest,186.51,103.82,77453872.8,5485522.68,2687732.69,1529612.95,0.38,1417476.0,88574217.12,12497909.86,0.059,30,74579495.65,10523240.78,4.9674,-0.8812
684,Karnataka,Grassland,137.06,131.42,72049700.8,3350184.68,1803462.65,1179233.64,0.47,1288364.0,79670945.77,30401084.78,0.058,50,60099607.29,22932993.19,0.9769,-0.7122
685,Assam,Wetland,35.15,178.38,25080228.0,184385.96,257275.98,139349.13,0.72,506160.0,26167399.07,8490882.09,0.057,20,23421277.68,7599811.76,1.7584,-0.7096
686,Tamil Nadu,Forest,406.76,80.54,131041801.6,6572492.75,4657906.73,2943430.09,0.94,7647088.0,152862719.17,43234624.55,0.09,20,128661492.44,36389718.5,1.9759,-0.7619
687,Karnataka,Industrial,306.79,229.62,281780479.2,2733208.54,3611954.06,1875842.16,0.41,2515678.0,292517161.96,51727471.83,0.06,30,245603049.8,43431382.81,3.748,-0.8515
688,Gujarat,Forest,291.76,223.36,260670054.4,5611310.56,2979567.33,1653908.85,0.24,1400448.0,272315289.14,31572703.14,0.074,10,253552410.74,29397302.74,7.0307,-0.892
689,Assam,Agriculture,158.57,53.62,34010093.6,2791358.62,982583.34,526923.16,0.55,1744270.0,40055228.72,13212221.2,0.113,50,23452189.47,7735707.04,0.775,-0.8069
690,Gujarat,Grassland,434.51,179.83,312551733.2,3326324.26,5251663.54,3594099.85,0.78,6778356.0,331502176.85,34105329.4,0.088,20,280045497.04,28811406.35,7.2112,-0.9131
691,Uttar Pradesh,Forest,417.99,148.56,248386377.6,8844745.47,3326667.56,2406939.35,0.23,1922754.0,264887483.98,87669538.39,0.037,40,229058500.15,75811256.43,1.6127,-0.7138
692,Karnataka,Urban,220.33,80.24,70717116.8,4106003.51,822803.08,1591838.12,0.8,3525280.0,80763041.51,20014471.48,0.039,40,69302751.21,17174414.33,2.4626,-0.7873
693,Uttar Pradesh,Grassland,77.03,220.51,67943541.2,1402310.47,621970.49,151010.1,0.69,1063014.0,71181846.26,20567002.14,0.105,50,43207372.6,12484167.97,1.1008,-0.8246
694,Assam,Agriculture,314.9,28.07,35356972.0,2459345.6,831656.2,1044621.85,0.3,1889400.0,41581995.65,36217281.97,0.065,30,34423617.33,29982443.99,-0.0495,-0.279
695,Assam,Barren Land,471.78,156.49,295315408.8,12206998.32,5300245.2,949470.54,0.75,7076700.0,320848822.86,56035537.59,0.088,30,249122965.04,43508775.09,3.4458,-0.8644
696,Karnataka,Urban,173.78,249.44,173390732.8,2013899.4,978154.81,1629370.02,0.22,764632.0,178776789.03,38956653.08,0.095,20,149101802.74,32490275.92,2.8274,-0.8183
697,Odisha,Industrial,419.01,243.87,408735874.8,12314724.0,1193590.98,3518240.05,0.68,5698536.0,431460965.83,88761206.93,0.042,30,381362823.59,78454894.37,3.2965,-0.8182
698,Odisha,Wetland,326.84,245.8,321349088.0,9084669.53,2519511.05,444349.36,0.47,3072296.0,336469913.94,83866352.36,0.093,50,215697656.85,53763427.11,1.5719,-0.8402
699,Tamil Nadu,Solar Farm,232.38,23.22,21583454.4,3641944.92,1881656.2,2174379.61,0.68,3160368.0,32441803.13,29724476.19,0.077,40,24112496.15,22092832.35,-0.1888,-0.319
700,Tamil Nadu,Grassland,37.7,243.42,36707736.0,527856.46,309602.79,158247.85,0.71,535340.0,38238783.1,8126538.09,0.094,20,31949893.8,6790018.09,2.9316,-0.8224
701,Tamil Nadu,Urban,137.73,85.76,47246899.2,1119921.3,1449144.05,187061.33,0.65,1790490.0,51793515.88,36832303.56,0.11,40,34117993.17,24262579.2,-0.0737,-0.5316
702,Uttar Pradesh,Urban,227.27,120.23,109298688.4,1573669.66,2436321.98,1907098.66,0.38,1727252.0,116943030.7,35300762.84,0.105,50,70984406.37,21427559.04,1.0108,-0.8168
703,West Bengal,Barren Land,439.17,68.36,120086644.8,8240702.64,1977323.82,841848.87,0.88,7729392.0,138875912.13,112044070.16,0.098,20,115191980.23,92936047.13,0.0281,-0.3308
704,West Bengal,Barren Land,29.14,212.49,24767834.4,464815.11,187986.12,172458.89,0.27,157356.0,25750450.52,6969170.11,0.082,50,17363950.05,4699425.42,1.4915,-0.8175
705,Uttar Pradesh,Barren Land,97.36,55.18,21489299.2,935261.22,266866.78,612412.51,0.83,1616176.0,24920015.71,5293906.53,0.034,30,22541701.55,4788667.17,3.258,-0.8078
706,Gujarat,Barren Land,288.52,206.68,238525254.4,3799367.62,1888359.7,1837041.02,0.41,2365864.0,248415886.74,16345261.45,0.096,30,188689487.13,12415385.51,10.544,-0.95
707,Odisha,Industrial,314.7,149.38,188039544.0,7408699.88,3391836.88,897819.56,0.46,2895240.0,202633140.32,25656715.4,0.042,50,164957429.39,20886345.7,5.4294,-0.8969
708,Assam,Grassland,339.72,216.06,293599612.8,9875087.83,3454447.08,902606.11,0.28,1902432.0,309734185.82,86021433.01,0.082,10,286260800.2,79502248.62,2.3278,-0.7433
709,Tamil Nadu,Urban,311.05,197.55,245791710.0,7024109.54,3996357.11,468418.02,0.76,4727960.0,262008554.67,81716937.54,0.056,10,248114161.62,77383463.58,2.0363,-0.7047
710,Gujarat,Industrial,322.02,85.4,110002032.0,9322246.07,783959.76,2002364.02,0.32,2060928.0,124171529.85,73438287.62,0.046,10,118710831.6,70208687.97,0.6165,-0.4346
711,Odisha,Wetland,121.51,128.65,62529046.0,3386589.87,577450.37,279249.44,0.77,1871254.0,68643589.68,21283069.84,0.112,40,44893228.38,13919227.12,1.1093,-0.7972
712,Gujarat,Forest,77.57,165.02,51202405.6,839460.88,313218.78,554692.58,0.65,1008410.0,53918187.84,18516491.49,0.058,20,48168592.02,16541975.17,1.6014,-0.6932
713,West Bengal,Wetland,226.75,107.31,97330170.0,6712307.15,1314976.86,828398.28,0.47,2131450.0,108317302.29,43342926.98,0.053,10,102865434.27,41161374.15,1.3733,-0.62
714,Odisha,Industrial,458.07,73.76,135148972.8,12549007.8,1532324.69,3164835.09,0.88,8062032.0,160457172.38,42228263.81,0.117,20,128603500.05,33845184.02,2.0454,-0.7891
715,Uttar Pradesh,Industrial,229.18,236.97,217235138.4,5023740.44,1356889.82,617576.55,0.43,1970948.0,226204293.21,16788432.46,0.043,10,216878516.98,16096291.91,11.9183,-0.9288
716,Uttar Pradesh,Industrial,56.81,111.51,25339532.4,1413970.19,218036.0,123441.53,0.68,772616.0,27867596.12,5640991.3,0.039,10,26821555.46,5429250.53,3.7548,-0.8052
717,Odisha,Industrial,87.59,231.7,81178412.0,2236766.68,578342.7,604580.07,0.6,1051080.0,85649181.45,19206828.56,0.091,40,60453884.84,13556783.41,2.1475,-0.8417
718,Uttar Pradesh,Industrial,316.22,73.86,93424036.8,1889465.26,2505211.26,2851913.86,0.63,3984372.0,104654999.18,81615673.8,0.119,40,66748211.37,52053894.11,-0.1822,-0.5026
719,Uttar Pradesh,Urban,85.99,176.03,60547278.8,1879512.61,1267442.8,848756.26,0.72,1238256.0,65781246.47,9536608.99,0.102,30,49153824.55,7126055.38,4.1542,-0.8917
720,Assam,Wetland,57.98,197.37,45774050.4,1609229.28,404516.84,387058.11,0.52,602992.0,48777846.63,9244404.47,0.058,40,38929601.04,7377959.52,3.2112,-0.8487
721,Tamil Nadu,Barren Land,382.25,234.68,358825720.0,10901300.4,1633031.9,3391586.84,0.75,5733750.0,380485389.14,43274274.1,0.036,30,342183227.3,38918001.04,6.9073,-0.8977
722,Assam,Barren Land,137.66,228.93,126058015.2,2867384.41,1565705.0,456256.33,0.74,2037368.0,132984728.94,7850801.64,0.064,20,117467713.82,6934749.03,13.9625,-0.9479
723,Assam,Grassland,315.24,45.06,56818857.6,8062291.17,1593666.47,2165865.88,0.5,3152400.0,71793081.12,62736195.76,0.04,20,66376739.2,58003139.57,0.058,-0.1921
724,Odisha,Solar Farm,13.37,228.3,12209484.0,156973.83,169208.06,133621.82,0.36,96264.0,12765551.71,1554833.2,0.09,50,8296732.72,1010534.9,4.3361,-0.9208
725,Assam,Forest,482.9,229.8,443881680.0,8485464.72,5957263.82,1072865.05,0.93,8981940.0,468379213.59,140566544.18,0.045,10,448209773.77,134513439.41,2.1886,-0.7128
726,Tamil Nadu,Barren Land,153.21,34.04,20861073.6,1806796.33,1931583.62,674865.61,0.27,827334.0,26101653.16,20768593.16,0.118,40,16707089.54,13293516.06,-0.1956,-0.4907
727,Assam,Industrial,316.69,109.88,139191588.8,2901977.05,4693440.29,2656282.05,0.41,2596858.0,152040146.19,21382013.81,0.035,20,141931103.35,19960338.69,5.6379,-0.8687
728,West Bengal,Forest,64.59,149.38,38593816.8,1822670.73,546280.55,554602.64,0.53,684654.0,42202024.72,14671352.81,0.096,10,38505497.01,13386270.81,1.6245,-0.6828
729,Gujarat,Industrial,91.11,96.69,35237703.6,1907164.99,265955.18,387569.34,0.6,1093320.0,38891713.11,27247003.39,0.073,50,27343774.49,19156675.2,0.0036,-0.5074
730,Maharashtra,Grassland,408.95,113.7,185990460.0,10186849.65,3983333.48,3672108.85,0.51,4171290.0,208004041.98,82230073.12,0.087,50,137064205.79,54185483.88,0.6668,-0.7395
731,West Bengal,Industrial,211.6,44.63,37774832.0,1552929.26,469060.1,1875158.65,0.38,1608160.0,43280140.01,21768707.04,0.096,20,36030272.67,18122225.34,0.6551,-0.5813
732,Maharashtra,Forest,163.41,131.45,85920978.0,1480948.33,2365636.63,1415822.25,0.85,2777970.0,93961355.21,24788224.56,0.099,40,64410771.68,16992397.24,1.5984,-0.8192
733,West Bengal,Agriculture,76.22,12.07,3679901.6,419158.42,733680.2,388611.8,0.59,899396.0,6120748.02,3953210.14,0.068,10,5731037.47,3701507.62,0.4497,-0.3953
734,Tamil Nadu,Wetland,360.44,116.25,167604600.0,8400227.27,1812741.62,2998240.14,0.64,4613632.0,185429441.03,37013862.89,0.051,20,167870064.42,33508808.06,3.5353,-0.8193
735,West Bengal,Urban,315.88,209.19,264315748.8,4861612.59,1692455.21,2780724.64,0.7,4422320.0,278072861.24,51179310.93,0.074,50,194597474.1,35815665.68,2.8023,-0.8712
736,West Bengal,Urban,106.11,160.43,68092909.2,1482204.19,1585642.83,564680.46,0.56,1188432.0,72913868.68,20316133.29,0.113,50,42690802.63,11895021.51,1.1013,-0.8369
737,Karnataka,Agriculture,401.4,118.27,189894312.0,9219147.13,3861894.08,2180125.2,0.34,2729520.0,207884998.41,66626004.04,0.052,10,197609314.08,63332703.46,1.9659,-0.6953
738,Tamil Nadu,Forest,457.85,90.5,165741700.0,13189101.98,4088471.74,3060223.34,0.61,5585770.0,191665267.06,37701728.87,0.064,20,169301249.24,33302589.95,3.4905,-0.8262
739,Tamil Nadu,Urban,54.08,159.51,34505203.2,874573.91,655114.55,161387.39,0.32,346112.0,36542391.05,8197611.76,0.113,50,21395435.91,4799671.61,1.61,-0.8687
740,Karnataka,Wetland,356.66,110.54,157700785.6,6395557.3,1103780.36,3517089.55,0.7,4993240.0,173710452.81,43281053.76,0.083,30,136754171.41,34073163.41,2.1597,-0.8039
741,West Bengal,Industrial,59.19,241.8,57248568.0,554588.09,617019.89,189946.05,0.74,876012.0,59486134.03,14454514.18,0.091,50,38485044.44,9351467.02,1.6625,-0.8428
742,Gujarat,Forest,309.18,224.19,277260256.8,2153645.16,1948418.95,1000069.71,0.94,5812584.0,288174974.62,45556883.02,0.096,20,239902710.77,37925637.87,4.266,-0.8684
743,Uttar Pradesh,Barren Land,343.94,60.9,83783784.0,3774721.55,1945565.17,1616568.04,0.38,2613944.0,93734582.76,18886732.74,0.109,10,84521715.74,17030417.26,3.4752,-0.8183
744,Assam,Grassland,482.98,91.98,177698001.6,6502201.32,1010487.65,3439907.3,0.82,7920872.0,196571469.87,41851219.23,0.044,50,158495885.22,33744703.87,2.7871,-0.8283
745,Maharashtra,Forest,396.09,157.91,250186287.6,2424670.46,3997780.29,1497322.99,0.48,3802464.0,261908525.34,96025229.37,0.103,20,215277484.66,78928587.06,1.2419,-0.6986
746,Odisha,Agriculture,203.18,237.32,192874710.4,3080527.38,2445041.39,1088007.64,0.87,3535332.0,203023618.81,56268732.37,0.038,20,188430785.09,52224275.57,2.3488,-0.7428
747,Maharashtra,Agriculture,468.56,208.13,390085571.2,11612213.71,2160927.23,3863779.91,0.84,7871808.0,415594300.05,57299070.18,0.116,30,299004000.31,41224461.44,4.2183,-0.9008
748,Uttar Pradesh,Grassland,29.68,45.98,5458745.6,547285.2,281523.77,202012.49,0.21,124656.0,6614223.06,8609921.47,0.034,10,6396734.1,8326809.93,-0.2571,0.2589
749,Maharashtra,Barren Land,75.82,13.36,4051820.8,1453580.16,1070538.18,530249.03,0.82,1243448.0,8349636.17,4042745.21,0.079,10,7738309.7,3746751.82,0.9141,-0.5513
750,Odisha,Solar Farm,232.48,129.75,120657120.0,1582103.03,2533487.93,1285378.14,0.77,3580192.0,129638281.1,39829091.65,0.043,20,119169371.02,36612702.36,1.992,-0.7176
751,Uttar Pradesh,Urban,325.89,51.37,66963877.2,8737066.61,3249289.86,786970.56,0.92,5996376.0,85733580.23,58527030.21,0.037,20,79724801.65,54425067.31,0.3622,-0.3652
752,Uttar Pradesh,Forest,315.28,70.77,89249462.4,7911111.79,3982518.26,3093062.7,0.58,3657248.0,107893403.15,51623701.26,0.098,10,98263573.0,47016121.37,0.9035,-0.5642
753,Karnataka,Urban,70.57,141.26,39874872.8,1316567.33,223223.54,336044.23,0.84,1185576.0,42936283.9,18633190.28,0.039,20,39773458.69,17260609.36,1.1345,-0.598
754,Gujarat,Urban,49.91,73.05,14583702.0,1341039.35,183455.86,373325.36,0.28,279496.0,16761018.57,10270702.57,0.062,30,13993516.27,8574851.4,0.3625,-0.4884
755,Odisha,Wetland,395.51,66.09,104557023.6,8297817.89,2002812.39,2935848.01,0.86,6802772.0,124596273.89,32313344.89,0.108,50,74611582.74,19350095.56,1.309,-0.8447
756,Odisha,Urban,298.82,40.51,48420792.8,4688051.43,1222527.55,2182321.61,0.77,4601828.0,61115521.39,22844529.05,0.076,20,52786999.72,19731389.36,1.3107,-0.6771
757,West Bengal,Grassland,408.24,234.68,383223052.8,7282163.35,5859725.87,2376446.99,0.5,4082400.0,402823789.01,106979611.3,0.074,40,302759643.17,80405154.38,1.8301,-0.8004
758,Uttar Pradesh,Barren Land,238.59,127.67,121843141.2,6243810.84,3057588.12,1105072.51,0.45,2147310.0,134396922.67,41271776.81,0.082,20,114798127.2,35253208.11,1.7815,-0.7377
759,Gujarat,Agriculture,122.98,200.55,98654556.0,2110591.26,780011.98,241211.61,0.38,934648.0,102721018.85,35334649.63,0.057,20,91941025.55,31626476.85,1.602,-0.6921
760,Karnataka,Agriculture,88.59,120.56,42721641.6,1123072.58,217671.85,346236.91,0.61,1080798.0,45489420.94,16648549.76,0.062,20,40333078.81,14761394.09,1.4226,-0.6755
761,Assam,Forest,226.41,241.72,218911300.8,3267936.72,1212866.73,722520.36,0.54,2445228.0,226559852.61,54311239.22,0.049,20,205888446.68,49355861.38,2.7909,-0.7822
762,Tamil Nadu,Forest,356.1,15.08,21479952.0,5510050.84,4303912.15,1441705.25,0.62,4415640.0,37151260.24,36053276.2,0.097,50,23385163.6,22694028.6,-0.3514,-0.3891
763,West Bengal,Industrial,30.88,214.61,26508627.2,307407.61,412778.35,128854.93,0.74,457024.0,27814692.09,4008419.3,0.112,10,25013212.31,3604693.62,5.2402,-0.8704
764,Tamil Nadu,Urban,67.69,52.84,14306958.4,1172780.23,207483.37,187083.09,0.91,1231958.0,17106263.09,19909146.29,0.064,10,16077314.93,18711603.66,-0.1925,0.0938
765,Uttar Pradesh,Urban,462.03,140.76,260141371.2,5425877.79,5142940.65,3201921.62,0.94,8686164.0,282598275.26,53716449.55,0.09,10,259264472.72,49281146.38,3.8265,-0.8256
766,Gujarat,Agriculture,30.75,37.28,4585440.0,156762.25,461034.41,252779.25,0.79,485850.0,5941865.91,5456019.2,0.057,30,5031504.73,4620095.24,-0.0778,-0.2225
767,West Bengal,Grassland,79.88,78.32,25024806.4,1150214.53,945142.66,467853.65,0.26,415376.0,28003393.24,4354039.31,0.039,10,26952255.28,4190605.69,5.1902,-0.8504
768,Assam,Solar Farm,208.2,233.97,194850216.0,4358679.91,2586621.98,1082092.72,0.47,1957080.0,204834690.61,16052239.4,0.109,30,150178883.68,11769038.67,8.3556,-0.9425
769,Odisha,Barren Land,392.66,50.35,79081724.0,6991905.83,3273163.7,2601696.04,0.91,7146412.0,99094901.57,76546263.58,0.079,30,78883646.2,60933996.39,0.0305,-0.3851
770,Maharashtra,Forest,29.91,25.1,3002964.0,289638.56,72445.61,230013.17,0.74,442668.0,4037729.34,2512860.49,0.105,50,2450901.25,1525306.03,-0.0247,-0.6222
771,Uttar Pradesh,Wetland,81.62,82.28,26862774.4,916137.36,558280.17,268690.91,0.57,930468.0,29536350.84,12394157.82,0.119,50,16834739.69,7064258.6,0.3583,-0.7608
772,Karnataka,Forest,32.68,44.12,5767366.4,206558.76,331242.37,48712.27,0.83,542488.0,6896367.8,5816538.61,0.077,40,5125752.15,4323164.91,-0.1188,-0.3731
773,Maharashtra,Forest,282.99,51.0,57729960.0,2813559.47,1738867.48,1794571.96,0.36,2037528.0,66114486.91,22379678.87,0.117,20,52989556.62,17936904.85,1.3678,-0.7287
774,Assam,Urban,15.88,202.65,12872328.0,392249.95,93116.88,35263.76,0.31,98456.0,13491414.59,3562803.52,0.088,30,10475404.51,2766337.64,1.9402,-0.795
775,Tamil Nadu,Industrial,392.46,235.0,368912400.0,8751145.32,1580071.42,1252333.4,0.83,6514836.0,387010786.14,40159065.63,0.037,40,334663264.87,34727104.51,7.3334,-0.9103
776,Gujarat,Forest,353.12,106.61,150584492.8,9887713.58,3691274.92,640478.74,0.91,6426784.0,171230744.04,40481435.23,0.06,30,143768634.54,33988993.62,2.5515,-0.8015
777,Odisha,Industrial,204.12,22.29,18199339.2,3554318.2,735473.02,940734.57,0.46,1877904.0,25307768.99,49644029.46,0.102,30,18910764.14,37095586.43,-0.6191,0.4658
778,Gujarat,Agriculture,80.94,97.97,31718767.2,1160180.12,321197.1,662581.44,0.73,1181724.0,35044449.86,7899375.45,0.063,10,32967497.52,7431209.27,3.1734,-0.7879
779,Maharashtra,Wetland,57.37,160.77,36893499.6,460927.68,850059.56,460459.58,0.49,562226.0,39227172.42,11166553.2,0.112,10,35276234.19,10041864.39,2.1591,-0.744
780,Odisha,Urban,279.28,51.88,57956185.6,4040506.83,3619715.47,1898522.3,0.69,3854064.0,71368994.2,74485476.13,0.11,10,64296391.17,67104032.55,-0.1368,-0.0598
781,Maharashtra,Agriculture,460.3,32.76,60317712.0,8563029.97,5351734.92,3596020.84,0.66,6075960.0,83904457.73,42208052.6,0.102,30,62696060.29,31539189.72,0.4854,-0.6241
782,Tamil Nadu,Wetland,361.46,30.67,44343912.8,5998517.48,1540436.32,1459320.08,0.21,1518132.0,54860318.68,54248808.56,0.079,30,43671086.0,43184298.62,-0.195,-0.2128
783,Karnataka,Grassland,311.69,169.24,211001662.4,8075040.98,1496429.24,649666.81,0.84,5236392.0,226459191.43,27788162.07,0.118,10,202557416.31,24855243.35,6.2893,-0.8902
784,Tamil Nadu,Barren Land,422.06,130.21,219825730.4,12465768.17,1378404.69,1573267.42,0.68,5740016.0,240983186.68,58033974.73,0.114,20,194185304.93,46764030.45,2.3461,-0.8059
785,Karnataka,Agriculture,37.48,141.86,21267651.2,741041.69,392995.25,123721.33,0.47,352312.0,22877721.47,9779286.56,0.048,10,21829886.9,9331380.31,1.2323,-0.5921
786,Tamil Nadu,Urban,414.3,145.04,240360288.0,9965857.15,4672017.91,1188048.11,0.63,5220180.0,261406391.17,110589425.55,0.069,20,228749835.85,96773888.46,1.0685,-0.6298
787,Maharashtra,Industrial,483.46,118.53,229218055.2,4143078.6,3414509.18,4624450.41,0.44,4254448.0,245654541.39,129095684.09,0.109,40,162404707.15,85346465.2,0.258,-0.6526
788,Gujarat,Agriculture,178.34,29.98,21386532.8,4122141.44,1078896.34,1434979.38,0.53,1890404.0,29912953.96,30552617.71,0.1,30,22474045.05,22954633.89,-0.2644,-0.2326
789,West Bengal,Urban,194.27,116.35,90413258.0,2798413.06,1316262.14,1113850.77,0.81,3147174.0,98788957.97,27283682.49,0.077,10,91726051.97,25333038.52,2.3619,-0.7436
790,West Bengal,Forest,337.01,74.67,100658146.8,4023249.01,4763424.25,2531555.48,0.63,4246326.0,116222701.54,71422533.89,0.033,30,105436262.25,64793925.06,0.4762,-0.4425
791,Assam,Grassland,310.96,132.28,164535155.2,5797458.01,2074883.63,538976.11,0.35,2176720.0,175123192.95,89458894.01,0.067,20,153820715.83,78576862.85,0.7195,-0.5513
